x_values,total_1,total_2,total_3
6673,7815,4376,7482
6674,7822,4377,7480
6675,7829,4373,7484
6676,7837,4378,7480
6677,7840,4374,7486
6678,7846,4370,7491
6679,7848,4372,7486
6680,7846,4368,7487
6681,7852,4367,7485
6682,7849,4370,7480
6683,7853,4367,7480
6684,7851,4362,7479
6685,7856,4364,7486
6686,7861,4365,7485
6687,7859,4371,7483
6688,7861,4369,7485
6689,7869,4368,7484
6690,7875,4374,7486
6691,7876,4377,7485
6692,7871,4378,7480
6693,7879,4375,7479
6694,7878,4371,7482
6695,7878,4373,7485
6696,7873,4368,7482
6697,7873,4370,7479
6698,7869,4376,7474
6699,7871,4373,7475
6700,7868,4372,7472
6701,7872,4378,7467
6702,7880,4383,7462
6703,7886,4384,7464
6704,7891,4380,7460
6705,7889,4383,7458
6706,7888,4387,7453
6707,7888,4385,7450
6708,7892,4389,7449
6709,7893,4384,7445
6710,7897,4390,7451
6711,7905,4388,7451
6712,7912,4385,7455
6713,7918,4381,7454
6714,7914,4381,7453
6715,7912,4378,7459
6716,7909,4376,7461
6717,7915,4379,7467
6718,7922,4377,7474
6719,7917,4375,7470
6720,7913,4376,7474
6721,7916,4374,7473
6722,7924,4380,7469
6723,7924,4376,7472
6724,7928,4377,7474
6725,7924,4383,7480
6726,7930,4385,7485
6727,7924,4390,7485
6728,7918,4389,7490
6729,7914,4392,7496
6730,7920,4387,7499
6731,7923,4388,7494
6732,7923,4391,7491
6733,7926,4397,7489
6734,7921,4393,7486
6735,7928,4391,7489
6736,7924,4394,7486
6737,7923,4390,7486
6738,7928,4387,7487
6739,7928,4382,7491
6740,7936,4388,7488
6741,7940,4387,7491
6742,7945,4386,7494
6743,7953,4388,7489
6744,7953,4394,7496
6745,7958,4399,7494
6746,7962,4397,7501
6747,7956,4395,7497
6748,7962,4390,7497
6749,7968,4394,7501
6750,7971,4389,7505
6751,7978,4390,7506
6752,7981,4388,7504
6753,7987,4391,7509
6754,7984,4387,7508
6755,7980,4384,7509
6756,7981,4389,7514
6757,7978,4394,7509
6758,7974,4393,7510
6759,7970,4392,7507
6760,7966,4397,7502
6761,7964,4401,7504
6762,7960,4397,7510
6763,7958,4403,7514
6764,7964,4407,7515
6765,7967,4413,7520
6766,7966,4412,7526
6767,7965,4413,7525
6768,7960,4408,7526
6769,7959,4413,7526
6770,7967,4416,7521
6771,7973,4419,7516
6772,7981,4419,7518
6773,7986,4422,7515
6774,7982,4428,7521
6775,7986,4424,7525
6776,7982,4423,7521
6777,7976,4427,7521
6778,7982,4424,7528
6779,7984,4419,7527
6780,7982,4423,7524
6781,7989,4424,7528
6782,7990,4422,7528
6783,7994,4419,7535
6784,8002,4415,7531
6785,7998,4410,7534
6786,8006,4416,7536
6787,8006,4422,7535
6788,8004,4418,7541
6789,8012,4413,7543
6790,8014,4413,7546
6791,8021,4416,7548
6792,8028,4411,7549
6793,8036,4417,7551
6794,8034,4414,7550
6795,8042,4413,7554
6796,8044,4409,7552
6797,8045,4408,7548
6798,8050,4405,7549
6799,8051,4407,7550
6800,8047,4408,7548
6801,8046,4410,7551
6802,8040,4412,7550
6803,8036,4408,7556
6804,8032,4405,7562
6805,8039,4409,7561
6806,8038,4405,7557
6807,8032,4409,7564
6808,8037,4405,7560
6809,8034,4405,7565
6810,8037,4405,7570
6811,8031,4400,7577
6812,8025,4402,7574
6813,8027,4406,7575
6814,8021,4411,7577
6815,8028,4417,7579
6816,8034,4417,7574
6817,8028,4420,7573
6818,8026,4426,7569
6819,8032,4432,7571
6820,8035,4437,7576
6821,8039,4434,7575
6822,8035,4431,7571
6823,8033,4426,7568
6824,8038,4431,7563
6825,8035,4432,7567
6826,8041,4437,7574
6827,8037,4436,7574
6828,8032,4436,7570
6829,8039,4439,7577
6830,8045,4438,7579
6831,8045,4433,7584
6832,8053,4439,7591
6833,8056,4440,7590
6834,8060,4436,7593
6835,8059,4437,7600
6836,8057,4435,7598
6837,8062,4441,7601
6838,8057,4445,7601
6839,8054,4445,7606
6840,8061,4444,7609
6841,8057,4448,7605
6842,8061,4445,7603
6843,8063,4442,7606
6844,8064,4448,7612
6845,8064,4444,7616
6846,8060,4444,7622
6847,8061,4441,7626
6848,8069,4436,7624
6849,8073,4440,7622
6850,8079,4441,7621
6851,8076,4437,7627
6852,8073,4439,7629
6853,8074,4437,7624
6854,8072,4434,7621
6855,8079,4432,7621
6856,8083,4429,7620
6857,8091,4433,7617
6858,8090,4430,7622
6859,8094,4426,7626
6860,8097,4428,7631
6861,8104,4427,7627
6862,8103,4422,7626
6863,8107,4424,7625
6864,8115,4429,7626
6865,8119,4425,7621
6866,8116,4427,7618
6867,8116,4430,7616
6868,8115,4432,7622
6869,8115,4429,7619
6870,8119,4427,7625
6871,8118,4430,7628
6872,8116,4429,7633
6873,8116,4425,7630
6874,8112,4421,7635
6875,8117,4427,7641
6876,8119,4424,7648
6877,8122,4422,7649
6878,8119,4419,7648
6879,8122,4417,7650
6880,8124,4412,7649
6881,8119,4415,7649
6882,8120,4415,7649
6883,8125,4418,7645
6884,8126,4414,7642
6885,8121,4417,7646
6886,8121,4416,7645
6887,8120,4420,7652
6888,8121,4419,7653
6889,8128,4422,7648
6890,8131,4422,7655
6891,8128,4423,7662
6892,8132,4429,7669
6893,8129,4433,7664
6894,8134,4434,7660
6895,8139,4436,7658
6896,8141,4433,7662
6897,8143,4437,7657
6898,8141,4435,7654
6899,8140,4440,7657
6900,8137,4442,7661
6901,8141,4445,7666
6902,8142,4450,7663
6903,8147,4452,7663
6904,8154,4450,7659
6905,8157,4453,7663
6906,8164,4448,7663
6907,8171,4448,7659
6908,8173,4447,7663
6909,8177,4448,7665
6910,8173,4448,7662
6911,8178,4445,7666
6912,8180,4449,7668
6913,8188,4449,7673
6914,8187,4447,7677
6915,8184,4446,7677
6916,8188,4448,7682
6917,8184,4447,7683
6918,8191,4444,7684
6919,8190,4440,7690
6920,8186,4443,7694
6921,8190,4449,7699
6922,8194,4445,7701
6923,8190,4440,7706
6924,8198,4444,7705
6925,8200,4449,7711
6926,8199,4455,7717
6927,8197,4457,7719
6928,8193,4458,7726
6929,8189,4458,7721
6930,8190,4453,7722
6931,8190,4459,7726
6932,8186,4454,7724
6933,8182,4453,7724
6934,8188,4455,7719
6935,8193,4452,7721
6936,8200,4456,7716
6937,8206,4451,7717
6938,8202,4449,7723
6939,8203,4448,7720
6940,8205,4446,7715
6941,8207,4449,7718
6942,8212,4449,7722
6943,8217,4455,7727
6944,8218,4452,7733
6945,8220,4457,7740
6946,8225,4454,7744
6947,8222,4453,7748
6948,8221,4455,7753
6949,8219,4457,7752
6950,8218,4461,7754
6951,8214,4464,7756
6952,8210,4469,7751
6953,8216,4474,7755
6954,8223,4470,7758
6955,8226,4465,7765
6956,8227,4467,7763
6957,8225,4469,7762
6958,8223,4474,7764
6959,8229,4469,7771
6960,8230,4468,7770
6961,8231,4468,7776
6962,8236,4466,7772
6963,8238,4468,7769
6964,8246,4471,7765
6965,8252,4473,7765
6966,8260,4468,7766
6967,8267,4467,7764
6968,8271,4469,7762
6969,8265,4475,7764
6970,8266,4471,7765
6971,8266,4470,7763
6972,8261,4465,7769
6973,8262,4467,7772
6974,8269,4464,7769
6975,8277,4468,7765
6976,8272,4467,7769
6977,8276,4469,7769
6978,8273,4473,7771
6979,8272,4468,7778
6980,8280,4470,7782
6981,8274,4473,7789
6982,8276,4469,7794
6983,8278,4465,7796
6984,8273,4466,7800
6985,8274,4464,7805
6986,8269,4465,7804
6987,8270,4470,7800
6988,8266,4467,7805
6989,8268,4469,7806
6990,8267,4473,7803
6991,8273,4475,7809
6992,8280,4479,7813
6993,8287,4483,7816
6994,8288,4485,7812
6995,8287,4481,7810
6996,8287,4477,7817
6997,8289,4479,7816
6998,8285,4479,7820
6999,8293,4478,7816
7000,8289,4476,7817
7001,8297,4481,7814
7002,8300,4487,7809
7003,8304,4490,7811
7004,8309,4491,7813
7005,8311,4489,7819
7006,8316,4488,7814
7007,8310,4494,7819
7008,8307,4490,7825
7009,8304,4490,7826
7010,8309,4487,7833
7011,8313,4489,7835
7012,8317,4492,7831
7013,8316,4497,7832
7014,8316,4495,7836
7015,8315,4498,7843
7016,8321,4501,7848
7017,8321,4497,7853
7018,8320,4502,7852
7019,8319,4498,7856
7020,8321,4504,7862
7021,8317,4504,7857
7022,8322,4502,7856
7023,8321,4507,7860
7024,8320,4511,7856
7025,8318,4506,7856
7026,8312,4509,7860
7027,8312,4504,7862
7028,8306,4510,7859
7029,8310,4511,7865
7030,8311,4515,7872
7031,8313,4514,7870
7032,8317,4514,7875
7033,8324,4520,7877
7034,8318,4524,7877
7035,8320,4521,7872
7036,8322,4518,7870
7037,8317,4520,7866
7038,8315,4521,7872
7039,8310,4522,7867
7040,8316,4523,7862
7041,8314,4527,7869
7042,8318,4533,7870
7043,8322,4531,7872
7044,8326,4534,7879
7045,8333,4536,7875
7046,8335,4541,7880
7047,8342,4544,7875
7048,8346,4539,7870
7049,8352,4539,7872
7050,8353,4545,7877
7051,8350,4544,7876
7052,8357,4543,7883
7053,8357,4540,7888
7054,8364,4542,7893
7055,8372,4543,7900
7056,8379,4542,7907
7057,8375,4537,7910
7058,8374,4534,7907
7059,8379,4534,7908
7060,8377,4536,7907
7061,8383,4532,7903
7062,8380,4536,7900
7063,8388,4540,7896
7064,8393,4544,7897
7065,8394,4547,7904
7066,8396,4551,7901
7067,8402,4553,7903
7068,8396,4551,7910
7069,8391,4547,7910
7070,8392,4548,7913
7071,8393,4551,7919
7072,8389,4553,7914
7073,8385,4558,7917
7074,8389,4556,7924
7075,8394,4551,7928
7076,8391,4546,7931
7077,8396,4542,7929
7078,8401,4544,7931
7079,8395,4545,7926
7080,8402,4545,7930
7081,8400,4550,7937
7082,8401,4547,7932
7083,8396,4548,7927
7084,8397,4548,7928
7085,8393,4550,7928
7086,8401,4553,7931
7087,8401,4550,7929
7088,8407,4551,7926
7089,8409,4553,7927
7090,8417,4559,7933
7091,8419,4558,7928
7092,8423,4564,7932
7093,8419,4565,7929
7094,8424,4568,7930
7095,8423,4574,7927
7096,8428,4571,7932
7097,8434,4570,7927
7098,8436,4570,7929
7099,8435,4575,7926
7100,8431,4576,7929
7101,8439,4574,7929
7102,8443,4573,7935
7103,8449,4569,7940
7104,8456,4564,7937
7105,8461,4564,7941
7106,8463,4564,7936
7107,8461,4564,7937
7108,8457,4560,7933
7109,8451,4555,7931
7110,8458,4558,7936
7111,8454,4560,7941
7112,8462,4559,7945
7113,8460,4555,7946
7114,8459,4560,7951
7115,8466,4556,7954
7116,8461,4552,7958
7117,8457,4547,7965
7118,8455,4547,7967
7119,8451,4549,7972
7120,8445,4553,7970
7121,8452,4549,7976
7122,8458,4548,7977
7123,8454,4549,7980
7124,8460,4545,7980
7125,8466,4540,7982
7126,8462,4540,7989
7127,8468,4546,7986
7128,8476,4549,7991
7129,8472,4553,7996
7130,8469,4558,7999
7131,8474,4564,7998
7132,8482,4569,7994
7133,8477,4566,7996
7134,8484,4569,7992
7135,8485,4571,7996
7136,8482,4566,7999
7137,8483,4567,7994
7138,8477,4569,7995
7139,8481,4567,7995
7140,8482,4564,7995
7141,8480,4567,7993
7142,8479,4567,7992
7143,8478,4570,7988
7144,8472,4570,7988
7145,8479,4576,7985
7146,8487,4571,7989
7147,8483,4574,7990
7148,8483,4578,7995
7149,8483,4577,7996
7150,8488,4580,7996
7151,8491,4584,7995
7152,8488,4585,7998
7153,8491,4589,7997
7154,8485,4587,7999
7155,8479,4590,7999
7156,8483,4588,8002
7157,8487,4593,8000
7158,8488,4592,8001
7159,8490,4598,7998
7160,8487,4598,7994
7161,8486,4599,7992
7162,8488,4601,7997
7163,8495,4600,8000
7164,8502,4595,8004
7165,8496,4597,7999
7166,8500,4596,8005
7167,8497,4593,8011
7168,8496,4594,8008
7169,8497,4590,8015
7170,8504,4588,8017
7171,8499,4587,8016
7172,8503,4588,8021
7173,8499,4593,8016
7174,8495,4596,8020
7175,8491,4593,8024
7176,8485,4588,8023
7177,8481,4586,8019
7178,8479,4581,8024
7179,8487,4587,8030
7180,8492,4585,8036
7181,8489,4589,8042
7182,8496,4588,8046
7183,8498,4587,8047
7184,8499,4586,8042
7185,8498,4587,8044
7186,8501,4590,8048
7187,8506,4595,8054
7188,8505,4601,8059
7189,8510,4606,8062
7190,8512,4606,8066
7191,8507,4612,8064
7192,8508,4613,8070
7193,8503,4613,8074
7194,8497,4609,8077
7195,8493,4615,8074
7196,8500,4619,8081
7197,8502,4622,8079
7198,8509,4627,8084
7199,8504,4624,8081
7200,8499,4620,8078
7201,8498,4622,8084
7202,8499,4620,8091
7203,8500,4619,8092
7204,8494,4623,8096
7205,8502,4627,8094
7206,8497,4623,8095
7207,8499,4619,8100
7208,8502,4621,8104
7209,8507,4624,8102
7210,8510,4630,8099
7211,8512,4630,8097
7212,8512,4625,8102
7213,8513,4625,8106
7214,8518,4625,8111
7215,8523,4629,8106
7216,8519,4629,8101
7217,8526,4631,8098
7218,8529,4627,8098
7219,8525,4626,8093
7220,8530,4630,8098
7221,8536,4625,8103
7222,8531,4622,8102
7223,8527,4620,8109
7224,8529,4617,8110
7225,8534,4612,8108
7226,8540,4609,8115
7227,8541,4611,8112
7228,8548,4609,8111
7229,8554,4608,8108
7230,8560,4614,8107
7231,8555,4611,8113
7232,8553,4614,8115
7233,8556,4615,8112
7234,8559,4620,8107
7235,8563,4619,8103
7236,8558,4615,8108
7237,8557,4617,8110
7238,8563,4620,8113
7239,8559,4626,8115
7240,8558,4629,8122
7241,8557,4632,8123
7242,8555,4634,8120
7243,8558,4638,8127
7244,8552,4633,8125
7245,8554,4631,8129
7246,8560,4628,8134
7247,8554,4628,8137
7248,8554,4631,8143
7249,8559,4626,8147
7250,8558,4625,8151
7251,8553,4621,8155
7252,8555,4616,8159
7253,8559,4613,8166
7254,8554,4618,8161
7255,8550,4616,8157
7256,8555,4614,8160
7257,8554,4612,8157
7258,8556,4618,8154
7259,8563,4617,8160
7260,8557,4618,8166
7261,8552,4621,8172
7262,8559,4624,8179
7263,8560,4628,8182
7264,8558,4629,8178
7265,8565,4625,8181
7266,8563,4628,8180
7267,8568,4632,8181
7268,8575,4638,8177
7269,8579,4634,8177
7270,8582,4639,8174
7271,8588,4644,8180
7272,8593,4647,8184
7273,8587,4647,8189
7274,8587,4649,8191
7275,8589,4647,8195
7276,8589,4647,8202
7277,8585,4645,8201
7278,8591,4645,8196
7279,8589,4644,8196
7280,8594,4644,8202
7281,8593,4640,8201
7282,8598,4641,8206
7283,8593,4641,8213
7284,8600,4644,8218
7285,8607,4648,8215
7286,8603,4649,8216
7287,8606,4647,8218
7288,8602,4643,8221
7289,8607,4639,8222
7290,8610,4645,8217
7291,8616,4650,8214
7292,8618,4646,8209
7293,8625,4650,8213
7294,8621,4648,8215
7295,8625,4644,8222
7296,8622,4649,8220
7297,8617,4645,8226
7298,8623,4647,8230
7299,8630,4649,8232
7300,8626,4649,8237
7301,8629,4653,8241
7302,8625,4649,8242
7303,8621,4646,8241
7304,8619,4647,8245
7305,8625,4651,8241
7306,8633,4652,8238
7307,8638,4657,8241
7308,8640,4663,8244
7309,8637,4658,8243
7310,8644,4659,8241
7311,8652,4663,8244
7312,8655,4666,8241
7313,8662,4665,8242
7314,8667,4665,8238
7315,8674,4663,8241
7316,8668,4666,8242
7317,8667,4662,8246
7318,8669,4662,8245
7319,8664,4657,8248
7320,8658,4656,8254
7321,8664,4662,8259
7322,8659,4660,8264
7323,8656,4664,8269
7324,8655,4665,8275
7325,8662,4663,8277
7326,8657,4664,8276
7327,8652,4664,8280
7328,8652,4662,8276
7329,8650,4661,8271
7330,8652,4663,8273
7331,8648,4668,8279
7332,8651,4670,8286
7333,8650,4674,8286
7334,8650,4673,8285
7335,8650,4670,8280
7336,8650,4673,8280
7337,8653,4678,8286
7338,8648,4681,8281
7339,8642,4685,8276
7340,8637,4684,8282
7341,8631,4681,8288
7342,8626,4684,8283
7343,8620,4687,8278
7344,8623,4691,8276
7345,8621,4696,8280
7346,8629,4695,8275
7347,8624,4700,8270
7348,8620,4706,8272
7349,8616,4709,8276
7350,8622,4707,8273
7351,8617,4705,8270
7352,8619,4703,8274
7353,8626,4703,8275
7354,8628,4702,8270
7355,8628,4702,8269
7356,8629,4707,8270
7357,8623,4710,8268
7358,8624,4707,8265
7359,8627,4704,8260
7360,8621,4700,8257
7361,8619,4699,8259
7362,8613,4697,8254
7363,8611,4698,8254
7364,8606,4703,8255
7365,8613,4703,8261
7366,8619,4708,8264
7367,8618,4713,8259
7368,8619,4719,8261
7369,8616,4717,8260
7370,8624,4716,8264
7371,8619,4717,8260
7372,8622,4714,8265
7373,8621,4715,8265
7374,8616,4713,8265
7375,8621,4710,8263
7376,8628,4705,8263
7377,8627,4706,8265
7378,8625,4707,8267
7379,8623,4705,8271
7380,8626,4701,8271
7381,8624,4697,8271
7382,8631,4700,8266
7383,8627,4703,8267
7384,8627,4706,8263
7385,8629,4705,8267
7386,8623,4700,8273
7387,8621,4703,8278
7388,8627,4703,8283
7389,8628,4699,8280
7390,8623,4696,8278
7391,8620,4692,8282
7392,8618,4698,8289
7393,8625,4703,8295
7394,8633,4698,8299
7395,8635,4695,8296
7396,8639,4696,8297
7397,8645,4700,8296
7398,8651,4703,8297
7399,8648,4698,8301
7400,8647,4700,8307
7401,8647,4701,8309
7402,8645,4700,8308
7403,8643,4697,8313
7404,8651,4703,8312
7405,8657,4706,8313
7406,8660,4711,8308
7407,8660,4708,8304
7408,8661,4710,8308
7409,8669,4713,8305
7410,8664,4708,8304
7411,8660,4703,8309
7412,8665,4704,8313
7413,8666,4709,8318
7414,8663,4705,8314
7415,8665,4710,8309
7416,8659,4716,8307
7417,8662,4713,8313
7418,8667,4717,8316
7419,8661,4715,8320
7420,8666,4711,8315
7421,8672,4710,8313
7422,8677,4715,8311
7423,8672,4714,8311
7424,8676,4711,8310
7425,8673,4715,8309
7426,8667,4711,8308
7427,8675,4715,8312
7428,8678,4718,8316
7429,8672,4724,8323
7430,8672,4729,8325
7431,8679,4726,8329
7432,8677,4728,8331
7433,8684,4730,8331
7434,8683,4726,8328
7435,8678,4723,8328
7436,8672,4720,8330
7437,8674,4721,8335
7438,8678,4722,8331
7439,8674,4718,8328
7440,8674,4713,8324
7441,8676,4710,8326
7442,8675,4710,8327
7443,8681,4708,8328
7444,8677,4709,8329
7445,8682,4706,8331
7446,8682,4702,8329
7447,8684,4703,8335
7448,8691,4699,8333
7449,8688,4698,8331
7450,8688,4704,8333
7451,8687,4709,8334
7452,8695,4704,8332
7453,8692,4701,8338
7454,8687,4698,8344
7455,8694,4700,8350
7456,8689,4704,8349
7457,8688,4699,8349
7458,8682,4694,8347
7459,8678,4691,8343
7460,8680,4686,8344
7461,8674,4690,8345
7462,8671,4690,8343
7463,8674,4691,8341
7464,8678,4689,8346
7465,8686,4684,8347
7466,8687,4688,8343
7467,8681,4685,8345
7468,8677,4691,8344
7469,8671,4688,8341
7470,8675,4683,8345
7471,8669,4682,8341
7472,8674,4683,8344
7473,8681,4688,8350
7474,8688,4691,8351
7475,8696,4695,8346
7476,8695,4695,8353
7477,8698,4692,8354
7478,8694,4687,8349
7479,8699,4683,8356
7480,8701,4681,8354
7481,8697,4677,8350
7482,8702,4681,8348
7483,8703,4682,8350
7484,8702,4682,8353
7485,8703,4685,8350
7486,8705,4686,8357
7487,8712,4683,8352
7488,8706,4688,8355
7489,8701,4684,8355
7490,8708,4679,8362
7491,8708,4682,8360
7492,8709,4688,8365
7493,8709,4684,8366
7494,8715,4683,8372
7495,8723,4687,8369
7496,8719,4687,8369
7497,8725,4685,8364
7498,8730,4690,8369
7499,8726,4689,8372
7500,8730,4688,8377
7501,8731,4691,8376
7502,8734,4688,8382
7503,8736,4691,8382
7504,8731,4692,8384
7505,8732,4688,8389
7506,8728,4686,8393
7507,8736,4684,8391
7508,8739,4687,8390
7509,8733,4688,8390
7510,8738,4685,8394
7511,8743,4681,8401
7512,8751,4678,8408
7513,8757,4677,8415
7514,8752,4676,8422
7515,8759,4678,8424
7516,8759,4680,8420
7517,8765,4681,8420
7518,8764,4684,8426
7519,8770,4681,8424
7520,8775,4678,8423
7521,8778,4673,8423
7522,8782,4679,8430
7523,8784,4675,8435
7524,8783,4673,8439
7525,8788,4679,8435
7526,8785,4675,8441
7527,8782,4679,8448
7528,8777,4676,8444
7529,8772,4674,8442
7530,8768,4675,8441
7531,8765,4673,8444
7532,8772,4672,8443
7533,8778,4674,8446
7534,8779,4679,8443
7535,8773,4680,8442
7536,8778,4682,8437
7537,8779,4688,8444
7538,8786,4692,8443
7539,8785,4689,8442
7540,8788,4688,8444
7541,8782,4688,8449
7542,8777,4694,8453
7543,8772,4699,8448
7544,8778,4694,8455
7545,8784,4697,8453
7546,8791,4702,8458
7547,8797,4705,8457
7548,8792,4711,8464
7549,8800,4713,8467
7550,8801,4716,8468
7551,8806,4711,8467
7552,8804,4706,8472
7553,8810,4702,8470
7554,8815,4700,8467
7555,8817,4701,8468
7556,8814,4697,8474
7557,8811,4694,8473
7558,8809,4700,8471
7559,8809,4695,8468
7560,8814,4697,8463
7561,8808,4698,8460
7562,8802,4695,8461
7563,8810,4694,8461
7564,8808,4696,8461
7565,8808,4692,8465
7566,8807,4697,8463
7567,8808,4703,8467
7568,8810,4698,8463
7569,8815,4699,8468
7570,8818,4696,8475
7571,8821,4701,8476
7572,8822,4697,8478
7573,8822,4699,8485
7574,8825,4699,8487
7575,8820,4694,8491
7576,8815,4694,8493
7577,8823,4699,8492
7578,8831,4703,8490
7579,8837,4704,8488
7580,8844,4703,8490
7581,8841,4707,8494
7582,8838,4711,8497
7583,8832,4711,8494
7584,8840,4708,8489
7585,8844,4705,8486
7586,8848,4708,8489
7587,8855,4711,8485
7588,8862,4712,8480
7589,8858,4716,8482
7590,8854,4718,8484
7591,8858,4716,8488
7592,8862,4719,8490
7593,8868,4723,8487
7594,8866,4721,8485
7595,8864,4727,8491
7596,8860,4729,8492
7597,8867,4732,8495
7598,8871,4729,8498
7599,8869,4734,8501
7600,8870,4729,8506
7601,8864,4728,8513
7602,8872,4726,8516
7603,8868,4721,8522
7604,8868,4724,8524
7605,8876,4723,8521
7606,8883,4725,8521
7607,8889,4720,8524
7608,8883,4723,8521
7609,8887,4721,8526
7610,8884,4723,8525
7611,8883,4721,8524
7612,8880,4719,8519
7613,8883,4724,8526
7614,8881,4728,8529
7615,8889,4733,8534
7616,8893,4739,8534
7617,8891,4740,8541
7618,8894,4744,8537
7619,8896,4739,8544
7620,8892,4745,8550
7621,8886,4747,8553
7622,8890,4751,8558
7623,8894,4756,8563
7624,8897,4755,8559
7625,8905,4755,8562
7626,8905,4760,8559
7627,8910,4757,8563
7628,8917,4757,8565
7629,8919,4761,8566
7630,8922,4762,8564
7631,8922,4768,8568
7632,8917,4767,8573
7633,8911,4773,8572
7634,8906,4779,8570
7635,8902,4778,8568
7636,8902,4780,8566
7637,8902,4783,8572
7638,8907,4788,8567
7639,8909,4783,8568
7640,8916,4786,8574
7641,8910,4786,8572
7642,8914,4789,8567
7643,8917,4787,8569
7644,8920,4785,8576
7645,8919,4790,8572
7646,8923,4794,8577
7647,8922,4798,8584
7648,8918,4804,8588
7649,8919,4801,8590
7650,8913,4802,8589
7651,8919,4797,8591
7652,8922,4792,8588
7653,8917,4790,8592
7654,8922,4795,8594
7655,8930,4797,8601
7656,8926,4792,8599
7657,8928,4793,8598
7658,8924,4799,8596
7659,8931,4799,8592
7660,8931,4803,8596
7661,8933,4799,8597
7662,8941,4803,8598
7663,8940,4806,8593
7664,8937,4803,8591
7665,8935,4806,8592
7666,8932,4811,8592
7667,8940,4815,8589
7668,8948,4821,8594
7669,8947,4825,8590
7670,8944,4829,8588
7671,8942,4828,8591
7672,8947,4828,8586
7673,8945,4831,8588
7674,8944,4829,8592
7675,8948,4835,8597
7676,8949,4837,8600
7677,8943,4834,8605
7678,8943,4840,8610
7679,8947,4842,8609
7680,8943,4839,8608
7681,8947,4844,8608
7682,8948,4844,8609
7683,8955,4850,8605
7684,8962,4852,8602
7685,8960,4857,8603
7686,8967,4860,8605
7687,8968,4865,8604
7688,8965,4865,8608
7689,8966,4863,8609
7690,8966,4864,8615
7691,8965,4867,8616
7692,8968,4873,8621
7693,8965,4873,8620
7694,8966,4877,8627
7695,8974,4875,8631
7696,8979,4877,8628
7697,8981,4877,8624
7698,8987,4883,8619
7699,8983,4886,8624
7700,8979,4891,8628
7701,8975,4889,8630
7702,8980,4889,8632
7703,8988,4885,8628
7704,8994,4882,8629
7705,8996,4884,8635
7706,8992,4883,8632
7707,8991,4884,8639
7708,8997,4888,8640
7709,8995,4888,8639
7710,9002,4894,8644
7711,8998,4894,8643
7712,8999,4897,8639
7713,9007,4900,8646
7714,9009,4900,8651
7715,9017,4895,8657
7716,9025,4892,8661
7717,9031,4895,8663
7718,9035,4896,8658
7719,9040,4896,8659
7720,9039,4896,8656
7721,9036,4897,8660
7722,9039,4900,8660
7723,9036,4896,8657
7724,9032,4898,8652
7725,9032,4899,8649
7726,9031,4904,8647
7727,9030,4899,8651
7728,9036,4894,8657
7729,9044,4890,8655
7730,9039,4890,8659
7731,9045,4888,8662
7732,9046,4892,8663
7733,9054,4894,8669
7734,9057,4897,8672
7735,9057,4895,8679
7736,9062,4891,8674
7737,9068,4892,8669
7738,9062,4898,8669
7739,9060,4897,8671
7740,9066,4899,8673
7741,9064,4894,8676
7742,9058,4897,8683
7743,9060,4900,8678
7744,9055,4898,8677
7745,9052,4896,8677
7746,9050,4895,8680
7747,9045,4897,8681
7748,9040,4898,8684
7749,9043,4900,8685
7750,9040,4901,8692
7751,9048,4904,8695
7752,9054,4905,8695
7753,9059,4907,8696
7754,9062,4911,8702
7755,9057,4915,8701
7756,9061,4910,8704
7757,9055,4908,8703
7758,9060,4910,8699
7759,9060,4915,8695
7760,9059,4911,8695
7761,9058,4909,8691
7762,9064,4908,8693
7763,9066,4910,8698
7764,9063,4907,8700
7765,9065,4907,8703
7766,9065,4909,8708
7767,9069,4904,8712
7768,9063,4905,8716
7769,9065,4902,8722
7770,9068,4898,8722
7771,9067,4897,8722
7772,9070,4894,8727
7773,9071,4890,8731
7774,9067,4888,8726
7775,9075,4892,8726
7776,9083,4887,8733
7777,9087,4890,8731
7778,9093,4891,8730
7779,9097,4893,8729
7780,9093,4897,8735
7781,9100,4902,8742
7782,9105,4901,8743
7783,9108,4902,8741
7784,9113,4908,8740
7785,9108,4913,8747
7786,9111,4908,8752
7787,9110,4905,8756
7788,9113,4909,8751
7789,9112,4904,8749
7790,9108,4909,8756
7791,9115,4915,8754
7792,9111,4918,8761
7793,9106,4924,8766
7794,9110,4922,8768
7795,9106,4925,8764
7796,9114,4920,8770
7797,9108,4916,8769
7798,9103,4915,8768
7799,9100,4911,8772
7800,9095,4913,8774
7801,9090,4914,8775
7802,9091,4913,8772
7803,9098,4918,8770
7804,9095,4915,8775
7805,9097,4914,8772
7806,9101,4910,8771
7807,9099,4915,8768
7808,9102,4921,8763
7809,9098,4919,8767
7810,9104,4919,8771
7811,9111,4917,8767
7812,9114,4922,8773
7813,9110,4917,8769
7814,9104,4913,8766
7815,9104,4914,8773
7816,9100,4911,8772
7817,9098,4915,8769
7818,9093,4919,8776
7819,9095,4915,8772
7820,9093,4912,8776
7821,9094,4917,8782
7822,9090,4913,8777
7823,9096,4913,8777
7824,9098,4910,8772
7825,9106,4907,8775
7826,9101,4912,8774
7827,9103,4918,8774
7828,9108,4922,8769
7829,9113,4927,8774
7830,9108,4929,8773
7831,9109,4933,8772
7832,9112,4937,8772
7833,9109,4932,8770
7834,9108,4933,8769
7835,9106,4930,8764
7836,9103,4929,8764
7837,9097,4935,8771
